平台	平台类型	网址	网址类型	客户
传奇	游戏	play.11h5.com/game/?gameid=535&chid=2662	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=535&chid=2664	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=535&code=c-2462fd32bb51266cf681e5f25d282d97&chid=3715	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=535&code=c-26b6c0e7651a3203b5d1aab584a3edc0&chid=2317	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=535&code=c-def2142e787d84ee8aa114fe181b690d&chid=3509	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=535&code=c-f54ceda7aa92acb678444f0a1577bd93&chid=3351	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=722&chid=3691&cp_refresh=1	链接	广州GS
传奇	游戏	play.5337wan.com/1020/m/?sid=1022	链接	广州GS
传奇	游戏	play.5337wan.com/1035/m/?sid=1032	链接	广州GS
传奇	游戏	s.3500.com/userinfo/login/130.html?flag=2	链接	广州GS
传奇	游戏	s.3500.com/userinfo/login/130.html?flag=340	链接	广州GS
传奇	游戏	s.3500.com/userinfo/login/467.html?flag=2	链接	广州GS
传奇	游戏	sdk.jiuyao666.com/index.php/h5sdk/playgame/gameid/1403/xh_username/x_1577352666nW63/tgid/0	链接	广州GS
传奇	游戏	sdkh5.gamedog.cn/game/index?appid=348&channel=867&suid=4798075&guid=0	链接	广州GS
传奇	游戏	sdkh5.gamedog.cn/game/index?appid=415&channel=1&suid=4798075&guid=0	链接	广州GS
传奇	游戏	sdkh5.gamedog.cn/game/index?appid=415&channel=867&suid=4798075&guid=0	链接	广州GS
传奇	游戏	sdkh5.gamedog.cn/game/index?appid=440&channel=867&suid=4798075&guid=0	链接	广州GS
传奇	游戏	sdkh5.gamedog.cn/game/index?appid=538&channel=867&suid=4798075&guid=0	链接	广州GS
传奇	游戏	sdkh5.gamedog.cn/game/index?appid=560&channel=867&suid=4798075&guid=0	链接	广州GS
传奇	游戏	sqw.39h83s.com/s/11/3255/d320.html?uid=wcyx_37yxgzh_ios1&wap=1	链接	广州GS
传奇	游戏	tg361.h5.haoy666.com/index.php?ac=play&id=1018	链接	广州GS
传奇	游戏	tg361.h5.haoy666.com/index.php?ac=play&id=1021	链接	广州GS
传奇	游戏	tg361.h5.haoy666.com/index.php?ac=play&id=980	链接	广州GS
传奇	游戏	tg361.h5.haoy666.com/index.php?ac=play&id=993	链接	广州GS
传奇	游戏	tg396.333h5.com/index.php?ac=play&id=666	链接	广州GS
传奇	游戏	tg396.333h5.com/index.php?ac=play&id=770	链接	广州GS
传奇	游戏	tg396.333h5.com/index.php?ac=play&id=770&auth=3fc5H4%2BQ1zUXehrH4zOT9Cpy1CGfB3sTpVsF0m1ZK2peL6SU8a0%2FU%2FjT5Rg%2BD3enDxE7U7StCRl2XJNap%2FK0uBz%2F89lm	链接	广州GS
传奇	游戏	tg396.333h5.com/index.php?ac=play&id=940	链接	广州GS
传奇	游戏	tg396.333h5.com/index.php?ac=play&id=949	链接	广州GS
传奇	游戏	tg396.333h5.com/index.php?ac=play&id=950	链接	广州GS
传奇	游戏	tg440.333h5.com/index.php?ac=play&id=770	链接	广州GS
传奇	游戏	tg440.333h5.com/index.php?ac=play&id=852	链接	广州GS
传奇	游戏	tg458.333h5.com/index.php?ac=play&id=940	链接	广州GS
传奇	游戏	tg458.333h5.com/index.php?ac=play&id=949	链接	广州GS
传奇	游戏	togame.iqiyi.com/togame/entry_h5/h5_login?game_id=6428&orientation=2&h5_serverid=h5center&h5center_fr=weixin&qd_source1=H5	链接	广州GS
传奇	游戏	togame.iqiyi.com/togame/entry_h5/weixinLogin?game_id=5109&ad_ver=v7.1&cf=1538185618&qd=222&orientation=2&code=001vzwOG14C2H20iW8SG1OyyOG1vzwOO&state=entry_h5_weixin&openid=onQUXw2dTxE1k37AgCDi68wDFhU4&sign=2f6c0c971905702f1eba310bd58f7c65&thirdParty=passport	链接	广州GS
传奇	游戏	togame.iqiyi.com/togame/entry_h5/weixinLogin?game_id=8159&ad_ver=v7.1&cf=1538202546&qd=222&orientation=2&code=081Tukj111A66W17ROj11HAxj11Tukjn&state=entry_h5_weixin&openid=onQUXw2dTxE1k37AgCDi68wDFhU4&sign=2f6c0c971905702f1eba310bd58f7c65&thirdParty=passport	链接	广州GS
传奇	游戏	v1.j6yx.com/wap/game/play.html?gid=464	链接	广州GS
传奇	游戏	v1.j6yx.com/wap/game/play.html?gid=512	链接	广州GS
传奇	游戏	wan.sogou.com/play/h5/play.do?gid=833&source=0010001900031	链接	广州GS
传奇	游戏	wan.sogou.com/play/h5/play.do?gid=840&source=0010001900042	链接	广州GS
传奇	游戏	wvw.9377.cn/h5/game_login.php?gid=37137&sid=46152	链接	广州GS
传奇	游戏	www.059youxi.com/mobile.php/?s=Game/open_game/game_id/1.html	链接	广州GS
传奇	游戏	www.059youxi.com/mobile.php/?s=Game/open_game/game_id/6	链接	广州GS
传奇	游戏	www.059youxi.com/mobile.php/?s=Game/open_game/game_id/60	链接	广州GS
传奇	游戏	www.12yx.com/wap/game/play.html?id=108	链接	广州GS
传奇	游戏	www.1n.cn/mobile.php/?s=Game/open_game/game_id/391	链接	广州GS
传奇	游戏	www.1n.cn/mobile.php/?s=Game/open_game/game_id/702	链接	广州GS
传奇	游戏	www.1n.cn/mobile.php/?s=Game/open_game/game_id/764	链接	广州GS
传奇	游戏	www.1n.cn/mobile.php/?s=Game/open_game/game_id/768	链接	广州GS
传奇	游戏	www.30309.com/mobile.php/?s=Game/open_game/game_id/20	链接	广州GS
传奇	游戏	www.333h5.com/index.php?ac=play&id=770	链接	广州GS
传奇	游戏	www.53fun.com/wap.php/?s=Index/play&gameid=103&code=c-03395d8c3c1cb4335198ff832373ee97&backGC=1	链接	广州GS
传奇	游戏	www.53fun.com/wap.php/?s=Index/play&gameid=205&hideTit=1	链接	广州GS
传奇	游戏	www.53fun.com/wap.php/?s=Index/play&gameid=224&hideTit=1	链接	广州GS
传奇	游戏	www.53fun.com/wap.php/?s=Index/play&gameid=54	链接	广州GS
传奇	游戏	www.53fun.com/wap.php/?s=Index/play&gameid=54&hideTit=1	链接	广州GS
传奇	游戏	www.53fun.com/wap.php/?s=Index/play&gameid=64	链接	广州GS
传奇	游戏	www.53fun.com/wap.php/?s=Index/play&gameid=76	链接	广州GS
传奇	游戏	www.53fun.com/wap.php/?s=Index/play.html&gameid=54&chid=0&code=c-38aaa2c1878a93ac6a07d3559163e35e	链接	广州GS
传奇	游戏	www.53fun.com/wap.php/?s=Index/play.html&gameid=76&chid=0&code=c-8ae393ddbaba06faa22e8d6af94045d4	链接	广州GS
传奇	游戏	www.53fun.com/wap.php/?s=Index/play.html&gameid=76&chid=0&code=c-d144c8c62e4eeff80f9b9c3668c97e86	链接	广州GS
传奇	游戏	www.53fun.com/wap.php/?s=Index/play.html&gameid=76&chid=0&code=c-eb20d1ec317089a4311ebeb12efc4405	链接	广州GS
传奇	游戏	www.53fun.com/wap.php/?s=Index/play.html&gameid=84&chid=0&code=c-ce6502a70bb5aaf1f89f81ca49edc104	链接	广州GS
传奇	游戏	www.5iwh5.com/mobile.php/?s=Game/open_game/game_id/408	链接	广州GS
传奇	游戏	www.5iwh5.com/mobile.php/?s=Game/open_game/game_id/425.html	链接	广州GS
传奇	游戏	www.5iwh5.com/mobile.php/?s=Game/open_game/game_id/432	链接	广州GS
传奇	游戏	www.6shouyou.com/mobile.php/?s=Game/open_game/game_id/2	链接	广州GS
传奇	游戏	www.6shouyou.com/mobile.php/Game/open_game/game_id/9.html	链接	广州GS
传奇	游戏	www.9wwan.com/game/10652	链接	广州GS
传奇	游戏	www.9wwan.com/pay/order?game_id=10652&out_id=1873&no=AIAI20191226145834421543883644&goods_name=1000%E5%85%83%E5%AE%9D&ext=a3cb5c2ee857522ffbe772796663f6d2&total_fee=100&sign=e83da8b422c8ca7c822a3d332cd73ac8	链接	广州GS
传奇	游戏	www.game2.cn/miniLogin/code/cqll1	链接	广州GS
传奇	游戏	www.shandw.com/mi/game/1247433539.html?v=315	链接	广州GS
传奇	游戏	www.shandw.com/mi/game/1955244232.html?v=315	链接	广州GS
传奇	游戏	www.shandw.com/mi/game/1971955913.html?channel=12800	链接	广州GS
传奇	游戏	www.shandw.com/mi/game/2022222027.html?v=315	链接	广州GS
传奇	游戏	www.shandw.com/mi/game/2038606029.html?v=315	链接	广州GS
传奇	游戏	www.wksjyx.com/m/game/login/?gameid=100046&cid=100471	链接	广州GS
传奇	游戏	www.xy.com/h5/game/play?gameid=2&appid=0	链接	广州GS
传奇	游戏	www.xy.com/h5/game/play?gameid=21	链接	广州GS
传奇	游戏	www.xy.com/h5/game/play?gameid=25&appid=0	链接	广州GS
传奇	游戏	www.xy.com/h5/game/play?gameid=46&appid=0	链接	广州GS
传奇	游戏	www.xyou.cn/?gid=2&cid=11	链接	广州GS
传奇	游戏	www.xyou.cn/?gid=275&cid=11&turl=8b39SxpMg3_W3MG4T-AK5UKhmv32YKkDv9_9oiu_YnhuYh7FixD8H6mAZnVfjYiPH99OnB_c7zqOMqFLQDg	链接	广州GS
传奇	游戏	www.xyou.cn/?gid=307	链接	广州GS
传奇	游戏	www.xyou.cn/?gid=374	链接	广州GS
传奇	游戏	wx.89ndl.cn/?act=longe.index&code=061hk0wO1UWFm71A4BwO1Xq0wO1hk0ws&state=State1	链接	广州GS
传奇	游戏	yeyou.fahao.gamersky.com	链接	广州GS
传奇	游戏	yl-hf.hgame.com/?game_key=6e606fa7c32c3f7c&game_url=http%3A%2F%2F&login_type=2&nonce=r8UBGNyRzOA1OXMV&signature=62b2083ce983af01661f942617aa9379ac3d28da&ticket=5e0f27eb6e73d40908%7C1582260943%7CZjE2Nzc3Y2JmZmIyNWFhZTBlNzg2MmYyMGU2Y2JmODNkYmUwODhkMQ%3D%3D&timestamp=1582260943	链接	广州GS
传奇	游戏	39ej7e.com/h5game/public/?sydata=H6WbulR44QowOczizJT9KsN3jcJr7ct9aYcxRZEEA3V3tn%2FJ9RoMqWfo1T51uA8L	链接	广州GS
传奇	游戏	apps.apple.com/cn/app/%E4%B8%80%E5%88%80%E4%BC%A0%E4%B8%96-%E5%A4%A7%E5%93%A5%E4%BC%A0%E5%A5%87-%E7%88%86%E7%8E%87%E5%8F%A0%E5%8A%A0/id1436135312?from=singlemessage&isappinstalled=0	链接	广州GS
传奇	游戏	apps.apple.com/cn/app/%E9%BE%99%E7%BA%B9%E8%87%B3%E5%B0%8A-%E6%9C%80%E6%96%B0%E5%86%92%E9%99%A9%E6%B8%B8%E6%88%8F/id1493324362	链接	广州GS
传奇	游戏	apps.apple.com/cn/app/id1436135312	链接	广州GS
传奇	游戏	apps.apple.com/cn/app/id1486755072	链接	广州GS
传奇	游戏	cqll.game2.cn/wxlm.htm?openid=o134Mw64sQHMbHekqBymTsUDLko0	链接	广州GS
传奇	游戏	game.11h5.com/?from=menu&from_wx=awy&statid=1785	链接	广州GS
传奇	游戏	game.11h5.com/?from=menu&from_wx=hz&statid=2186	链接	广州GS
传奇	游戏	game.37.com/play_h5.php?game_id=532&referer=ha_apppt_gzh37yx2&uid=153&code=081l4Y400ImoRI1C5K400ia2500l4Y4l&state=STATE	链接	广州GS
传奇	游戏	game.51qimiao.com/home/ac?action=/home/game/a/2229/g/200048/pt/19400	链接	广州GS
传奇	游戏	game.51qimiao.com/home/ac?action=/home/game/a/2229/g/200048/wxid/wx31d91168b0128917&pt=24717	链接	广州GS
传奇	游戏	game.51qimiao.com/home/ac?action=/home/game/a/2229/g/200048/wxid/wx57ee01d39f8624af&pt=26226	链接	广州GS
传奇	游戏	game.jiulingwan.com/sdk.php/user/game/game/appid/100027/agent/0/channel/62	链接	广州GS
传奇	游戏	game.jiulingwan.com/sdk.php/user/game/game/appid/100032/agent/0/channel/62	链接	广州GS
传奇	游戏	h5.07073.com/gameplay/wap-cqll?appid=10128	链接	广州GS
传奇	游戏	h5.m6yx.com/main.html?id=23&pid=54	链接	广州GS
传奇	游戏	h5.qianr.com/play/7_1_wx_1.htm	链接	广州GS
传奇	游戏	itunes.apple.com/cn/app/id1459081791	链接	广州GS
传奇	游戏	m.18183.com/ku/chuanqilailiao.html	链接	广州GS
传奇	游戏	m.diyiyou.com/xiazai/66419.html	链接	广州GS
传奇	游戏	m.qunhei.com/game/login.html?gid=4166	链接	广州GS
传奇	游戏	m.qunhei.com/game/login.html?gid=4192	链接	广州GS
传奇	游戏	m.qunhei.com/game/view.html?gid=3064	链接	广州GS
传奇	游戏	m.swjoy.com/play/6372?swqd=SWyxgzh&cpqd=CD&code=081B30HB0Zv4tk2TBIGB0okTGB0B30HQ&state=0	链接	广州GS
传奇	游戏	m.swjoy.com/play/6395	链接	广州GS
传奇	游戏	m7cj.99maiyou.com/game/details?id=2250	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/cqll.html?channel=hortor&userId=otVZyt84Lq51bED-czjc8t_Ooab0&loginTime=1577365135&friendCode=&gameId=cqll&loginFrom=wx&originalChannel=hortor&platForm=wx&compaign=fkylc1	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/cqll.html?friendCode=&gameId=cqll&channel=hortor&userId=otVZyt84Lq51bED-czjc8t_Ooab0&loginTime=1577364463&originalChannel=hortor&loginFrom=wx&platForm=wx&compaign=fkylc	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/cqll.html?friendCode=&gameId=cqll&channel=ywg&userId=otVZyt6yahPYFh6ezGCe4j7i6ThE&loginTime=1578051087&loginFrom=wx&originalChannel=H5YXGF&platForm=wx	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/cqll.html?friendCode=&gameId=cqll&channel=ywg&userId=otVZyt6yahPYFh6ezGCe4j7i6ThE&loginTime=1578052318&originalChannel=ylm&platForm=wx&loginFrom=wx	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/cqll.html?gameId=cqll&channel=hortor&userId=otVZyt84Lq51bED-czjc8t_Ooab0&loginTime=1577364769&friendCode=&loginFrom=wx&originalChannel=hortor&platForm=wx&compaign=fkylc3	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/cqll.html?loginTime=1577366057&friendCode=&gameId=cqll&channel=hortor&userId=otVZyt84Lq51bED-czjc8t_Ooab0&compaign=qewy&loginFrom=wx&originalChannel=hortor&platForm=wx	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/cqll.html?loginTime=1582266661&friendCode=&gameId=cqll&channel=yxhz&userId=otVZyt6KYvrr97biV0NsjhiR53Xc&loginFrom=wx&platForm=wx&originalChannel=yxhz	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/hzby.html?gameId=hzby&channel=lzh&userId=otVZytzr9aCtjsVG_VNFGT5bG-gM&loginTime=1578047996&friendCode=&originalChannel=lzh&platForm=wx&loginFrom=wx	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/jzsc.html?friendCode=&gameId=jzsc&channel=hortor&userId=otVZyt84Lq51bED-czjc8t_Ooab0&loginTime=1577364988&compaign=fkylczz&loginFrom=wx&originalChannel=hortor&platForm=wx	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/jzsc.html?friendCode=&gameId=jzsc&channel=ywg&userId=otVZyt6yahPYFh6ezGCe4j7i6ThE&loginTime=1578051116&originalChannel=H5YXGF&platForm=wx&version=&ext=&loginFrom=wx&compaign=pop_in_4	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/jzsc.html?friendCode=&gameId=jzsc&channel=ywg&userId=otVZyt6yahPYFh6ezGCe4j7i6ThE&loginTime=1578054967&platForm=wx&loginFrom=wx&originalChannel=ywg	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/jzsc.html?loginTime=1577365331&friendCode=&gameId=jzsc&channel=hortor&userId=otVZyt84Lq51bED-czjc8t_Ooab0&compaign=fkylc1&loginFrom=wx&originalChannel=hortor&platForm=wx	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/ltzs.html?channel=ywg&userId=otVZyt6yahPYFh6ezGCe4j7i6ThE&loginTime=1582262647&friendCode=&gameId=ltzs&loginFrom=wx&originalChannel=ywg&platForm=wx	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/ltzs.html?loginTime=1578055000&friendCode=&gameId=ltzs&channel=ywg&userId=otVZyt6yahPYFh6ezGCe4j7i6ThE&loginFrom=wx&originalChannel=ywg&platForm=wx	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/ltzs.html?loginTime=1582261028&friendCode=&gameId=ltzs&channel=ywg&userId=otVZyt6yahPYFh6ezGCe4j7i6ThE&originalChannel=ywg&platForm=wx&loginFrom=wx	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/mfsj.html?channel=ywg&userId=otVZyt6yahPYFh6ezGCe4j7i6ThE&loginTime=1582261056&friendCode=&gameId=mfsj&version=&ext=&loginFrom=wx&originalChannel=ywg&platForm=wx	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/sbkcq.html?gameId=sbkcq&channel=ywg&userId=otVZyt6yahPYFh6ezGCe4j7i6ThE&loginTime=1578054978&friendCode=&loginFrom=wx&originalChannel=ywg&platForm=wx	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/sbkcq.html?userId=otVZyt6yahPYFh6ezGCe4j7i6ThE&loginTime=1578051167&friendCode=&gameId=sbkcq&channel=ywg&loginFrom=wx&compaign=pop_in_8&version=&ext=&originalChannel=H5YXGF&platForm=wx	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/ydcs.html?channel=hortor&userId=otVZyt84Lq51bED-czjc8t_Ooab0&loginTime=1577366173&friendCode=&gameId=ydcs&loginFrom=wx&compaign=qewy&originalChannel=hortor&platForm=wx	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/ydcs.html?channel=lzh&userId=otVZytzr9aCtjsVG_VNFGT5bG-gM&loginTime=1578046277&friendCode=&gameId=ydcs&loginFrom=wx&platForm=wx&originalChannel=lzh	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/ydcs.html?friendCode=&gameId=ydcs&channel=hortor&userId=otVZyt84Lq51bED-czjc8t_Ooab0&loginTime=1577364540&platForm=wx&loginFrom=wx&compaign=fkylc&originalChannel=hortor	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/ydcs.html?friendCode=&gameId=ydcs&channel=lzh&userId=otVZytzr9aCtjsVG_VNFGT5bG-gM&loginTime=1578048079&originalChannel=lzh&platForm=wx&loginFrom=wx	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/ydcs.html?friendCode=&gameId=ydcs&channel=ywg&userId=otVZyt6yahPYFh6ezGCe4j7i6ThE&loginTime=1577363291&version=&ext=&originalChannel=ywg&platForm=wx&loginFrom=wx&compaign=pop_in_2	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/ydcs.html?friendCode=&gameId=ydcs&channel=ywg&userId=otVZyt6yahPYFh6ezGCe4j7i6ThE&loginTime=1578051075&loginFrom=wx&originalChannel=H5YXGF&platForm=wx	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/ydcs.html?friendCode=&gameId=ydcs&channel=ywg&userId=otVZyt6yahPYFh6ezGCe4j7i6ThE&loginTime=1578052329&originalChannel=ylm&platForm=wx&loginFrom=wx	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/ydcs.html?gameId=ydcs&channel=hortor&userId=otVZyt84Lq51bED-czjc8t_Ooab0&loginTime=1577365432&friendCode=&loginFrom=wx&compaign=fkylc1&originalChannel=hortor&platForm=wx	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/ydcs.html?gameId=ydcs&channel=hortor&userId=otVZyt84Lq51bED-czjc8t_Ooab0&loginTime=1577365634&friendCode=&loginFrom=wx&compaign=fkylc2&originalChannel=hortor&platForm=wx	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/ydcs.html?userId=otVZyt84Lq51bED-czjc8t_Ooab0&loginTime=1577365046&friendCode=&gameId=ydcs&channel=hortor&platForm=wx&compaign=fkylczz&loginFrom=wx&originalChannel=hortor	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/zytl.html?channel=hortor&userId=otVZyt84Lq51bED-czjc8t_Ooab0&loginTime=1577364498&friendCode=&gameId=zytl&loginFrom=wx&originalChannel=hortor&platForm=wx&compaign=fkylc	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/zytl.html?channel=hortor&userId=otVZyt84Lq51bED-czjc8t_Ooab0&loginTime=1577364722&friendCode=&gameId=zytl&loginFrom=wx&compaign=fkylc3&originalChannel=hortor&platForm=wx	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/zytl.html?friendCode=&gameId=zytl&channel=hortor&userId=otVZyt84Lq51bED-czjc8t_Ooab0&loginTime=1577364955&loginFrom=wx&originalChannel=hortor&platForm=wx&compaign=fkylczz	链接	广州GS
传奇	游戏	mp.hortorgames.com/auth/game/zytl.html?friendCode=&gameId=zytl&channel=hortor&userId=otVZyt84Lq51bED-czjc8t_Ooab0&loginTime=1577365291&platForm=wx&compaign=fkylc1&loginFrom=wx&originalChannel=hortor	链接	广州GS
传奇	游戏	mp.weixin.qq.com/s/eWN0Yqq4H71_BJvv52Ppgw	链接	广州GS
传奇	游戏	mp.weixin.qq.com/s/NAdnxw4ttCYM_bcgVwqgcw	链接	广州GS
传奇	游戏	mp2.hortorgames.com/auth/register?platForm=wx&compaign=365yxt&gameId=ydcs&loginFrom=zw1	链接	广州GS
传奇	游戏	mr.baidu.com/1esywv5?f=cp&u=66760224e69868df	链接	广州GS
传奇	游戏	newcps.lejunwl.com/bExtendPreview/previewPage.html?gameId=_SRVwYyKwwxX5IPV9ZsKPA&autoIndex=Hxk4S7hkmsORtJo_6I-U-Q	链接	广州GS
传奇	游戏	passport.sina.cn/signin/signin?entry=game97973&vt=4&revalid=1&r=http://h5.97973.com/wap/wap/gameinfo/fyixtym0726752	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=123&code=c-536ef7464439f94645c31ab886faf221&chid=1981&backGC=1	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=157&chid=1598&cp_refresh=1	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=157&chid=1598&scene=126&clicktime=1577366572&cp_refresh=1	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=157&chid=1915&cp_refresh=1	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=157&chid=1981&cp_refresh=1	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=157&chid=2228&scene=126&clicktime=1577370715&cp_refresh=1	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=157&chid=2332&cp_refresh=1	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=157&chid=2334&scene=126&clicktime=1577367006&cp_refresh=1	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=157&chid=2365&cp_refresh=1	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=157&chid=2367&cp_refresh=1	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=157&chid=2662	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=157&chid=2664	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=157&chid=3151&cp_refresh=1	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=157&code	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=157&code=c-0bc3d5ebed1327ea975fdb5fa2dff3cf&statid=1602&backGC=1	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=157&code=c-0ead1345f94ca0b955f227831ca31a24&chid=630&backGC=1	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=157&code=c-138c73536b6cfd9faef8dbf43f2706e9&statid=2186&backGC=1	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=157&code=c-1440e724e2bb8afd811032891b109453&chid=1909&backGC=1	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=157&code=c-1c38a915d254ee9b44d81ce0f29eed00&chid=1981	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=157&code=c-2d0af791cea3374f99f9c030a6e2834c&chid=1700&backGC=1	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=157&code=c-400c9db7ed3320d1a018d222eb593de3&chid=2624	链接	广州GS
传奇	游戏	play.11h5.com/game/?gameid=157&code=c-44115cfaf79d2a78bf380f5f79fcad8c&cp_menu=1&cp_wx=wx3&statid=1788&cp_refresh=1	链接	广州GS
